longitude;latitude;housing_median_age;total_rooms;total_bedrooms;ocean_proximity;median_house_value
-11811;3393;170;12050;3470;<1H OCEAN;1625000
-12219;3773;450;15280;2910;NEAR BAY;847000
-1180;3416;520;13540;2270;INLAND;2706000
-11826;3405;520;580;520;<1H OCEAN;5000010
-12236;3796;390;2460;570;NEAR BAY;1042000
-12225;3751;450;9890;1740;NEAR OCEAN;2894000
-11983;3637;250;15490;2690;INLAND;1014000
-11848;340;250;41490;10670;<1H OCEAN;4500000
-11985;3682;150;13870;2360;INLAND;889000
-11838;3381;360;10180;1480;NEAR OCEAN;5000010
-11843;3415;280;62700;17060;<1H OCEAN;2958000
-11724;332;260;17010;4040;<1H OCEAN;1717000
-11852;3419;370;15600;2750;<1H OCEAN;2069000
-11935;362;310;17830;3820;INLAND;508000
-11712;3257;210;17380;2950;NEAR OCEAN;1741000
-11905;3606;230;23440;4070;INLAND;706000
-11825;3415;200;39600;10270;<1H OCEAN;1938000
-11827;3399;380;14070;4470;<1H OCEAN;971000
-1171;3457;60;51100;10440;INLAND;1128000
-11843;3424;360;13790;2650;<1H OCEAN;1838000
-11723;3322;160;32240;7290;<1H OCEAN;1488000
-11832;3391;340;30410;6770;<1H OCEAN;1813000
-11802;3462;380;2480;550;INLAND;969000
-12222;3781;520;29440;5360;NEAR BAY;3021000
-11709;3266;460;8440;1470;NEAR OCEAN;1363000
-11877;3428;260;28730;4800;<1H OCEAN;1877000
-11789;341;340;20480;4110;<1H OCEAN;1686000
-11718;3292;40;150250;26160;<1H OCEAN;2107000
-12055;3697;420;17660;3440;INLAND;744000
-11706;3259;130;39200;7750;NEAR OCEAN;1488000
-12101;3725;160;22160;4580;INLAND;975000
-11711;3267;520;2040;740;NEAR OCEAN;475000
-11836;3393;300;11320;3470;<1H OCEAN;1700000
-11827;3408;460;30070;8540;<1H OCEAN;1843000
-11847;3406;450;30300;4330;<1H OCEAN;5000010
-11719;337;240;57830;12560;<1H OCEAN;835000
-12246;3774;510;19050;2910;NEAR BAY;4310000
-12201;3836;150;4760;670;INLAND;3152000
-11768;3409;220;15470;3340;INLAND;1488000
-12065;3527;270;20340;3410;NEAR OCEAN;2589000
-11961;3633;320;14920;2840;INLAND;615000
-11793;3367;270;35120;4720;<1H OCEAN;3365000
-11837;3384;350;17920;3220;<1H OCEAN;3428000
-11961;3659;100;28420;6200;INLAND;927000
-12208;3763;310;7670;1710;NEAR BAY;1760000
-11831;3405;380;18640;5150;<1H OCEAN;1906000
-12202;3826;200;38990;7630;INLAND;1204000
-12178;3767;280;17730;2780;INLAND;2011000
-12183;3845;150;51150;7760;INLAND;1464000
-11886;3422;260;19320;2800;<1H OCEAN;2322000
-11676;3423;100;43740;9890;INLAND;890000
-1225;3774;440;25270;5180;NEAR OCEAN;2757000
-11869;3418;110;11770;1380;<1H OCEAN;5000010
-11835;3397;250;18640;6160;<1H OCEAN;1594000
-12208;376;100;30460;6780;NEAR BAY;1917000
-11843;3429;380;17040;3470;<1H OCEAN;1555000
-1179;3366;220;35680;9380;<1H OCEAN;1610000
-11962;3656;300;17220;3720;INLAND;516000
-12188;3744;200;13510;3720;<1H OCEAN;1440000
-11875;3417;180;62170;8580;NEAR OCEAN;3259000
-12114;3816;140;25910;4970;INLAND;1139000
-11708;3266;430;10040;2360;NEAR OCEAN;1034000
-12043;3493;40;28660;6480;<1H OCEAN;1865000
-12227;3784;520;24360;5410;NEAR BAY;1139000
-11813;3376;440;25320;6210;NEAR OCEAN;4069000
-11724;3321;90;24860;6260;<1H OCEAN;1514000
-12224;3776;520;25040;5160;NEAR BAY;2440000
-1220;3754;260;19100;3710;<1H OCEAN;2989000
-12244;3771;310;23700;4410;NEAR BAY;2641000
-12046;3471;170;28300;4300;NEAR OCEAN;2072000
-11795;3384;190;17490;4060;<1H OCEAN;1734000
-12247;3779;520;28440;6230;NEAR BAY;5000010
-12029;3556;150;47600;8710;<1H OCEAN;1421000
-12145;3853;340;17170;3540;INLAND;870000
-12157;395;310;20230;4690;INLAND;561000
-12188;3659;300;18220;5050;<1H OCEAN;1795000
-12108;3889;410;34710;7530;INLAND;1390000
-11815;3486;100;45970;10090;INLAND;835000
-11757;3388;350;17550;4460;INLAND;1194000
-11713;328;350;21290;3820;NEAR OCEAN;1749000
-11952;3441;200;44890;8000;<1H OCEAN;2797000
-12271;384;170;16900;4640;<1H OCEAN;1406000
-11828;3424;320;25420;5260;<1H OCEAN;2636000
-1180;3403;250;69090;11540;<1H OCEAN;2261000
-11911;3629;180;16660;2940;INLAND;938000
-12184;3732;160;18660;3640;<1H OCEAN;2128000
-12253;3797;370;13400;3220;NEAR BAY;2688000
-11792;3384;380;13160;2630;<1H OCEAN;2200000
-12195;3741;130;21640;4120;<1H OCEAN;1375000
-11718;3278;210;41850;10180;NEAR OCEAN;2100000
-11826;3401;470;12690;3230;<1H OCEAN;1158000
-11823;3417;370;45240;10050;<1H OCEAN;3667000
-11845;3427;330;11940;2290;<1H OCEAN;1858000
-12212;3764;400;4320;1020;NEAR BAY;2281000
-11819;342;410;20310;2940;<1H OCEAN;4837000
-1173;3414;370;14540;2610;INLAND;881000
-11831;3382;390;21980;4250;<1H OCEAN;3237000
-1185;342;420;15580;3220;<1H OCEAN;2038000
-11806;338;200;13790;3330;<1H OCEAN;1953000
-1213;3794;520;240;60;INLAND;675000
-11809;3418;340;31130;4090;INLAND;5000010
-11812;3407;430;10500;2520;<1H OCEAN;2156000
-11825;3409;520;31420;7650;<1H OCEAN;1898000
-11819;3396;400;9790;2960;<1H OCEAN;1518000
-12082;3531;160;39240;6990;NEAR OCEAN;2939000
-1183;3373;400;25820;6060;NEAR OCEAN;2764000
-12243;3777;520;39440;10720;NEAR BAY;4250000
-1184;3385;290;20850;5330;<1H OCEAN;4300000
-11899;3535;320;12930;3170;INLAND;456000
-1224;3773;450;34900;7120;NEAR BAY;2254000
-1200;3887;120;14370;2680;INLAND;1276000
-11831;339;300;24070;5810;<1H OCEAN;1947000
-1219;3872;380;5750;1070;INLAND;1875000
-11831;3393;350;15800;2660;<1H OCEAN;1580000
-11838;3398;250;71050;10120;<1H OCEAN;5000010
-12214;3773;380;17230;3940;NEAR BAY;2184000
-11461;3483;310;24780;4640;INLAND;704000
-12223;378;520;20330;4860;NEAR BAY;2695000
-11723;3449;90;40550;5360;INLAND;1706000
-12208;3764;230;18970;4400;NEAR BAY;1795000
-12048;347;260;30690;5180;NEAR OCEAN;1364000
-12146;3857;520;16250;4190;INLAND;1567000
-11813;3402;360;9840;2750;<1H OCEAN;1535000
-11792;3459;70;6810;1250;INLAND;1256000
-11827;3392;350;18180;3740;<1H OCEAN;1068000
-1191;3642;260;17750;4160;INLAND;576000
-12121;3866;150;69400;10190;INLAND;2323000
-11737;340;410;12480;2780;INLAND;906000
-11741;3396;270;23410;4180;INLAND;1127000
-1218;3732;140;44120;9240;<1H OCEAN;2276000
-12163;3665;440;3090;1210;<1H OCEAN;1125000
-11886;3419;270;19310;2610;<1H OCEAN;3929000
-11813;3417;490;19620;4350;<1H OCEAN;2000000
-11739;3407;260;13870;2770;INLAND;968000
-11729;331;60;60910;10180;NEAR OCEAN;2598000
-11795;3392;110;31270;7060;<1H OCEAN;1413000
-12222;3807;40;156540;23940;NEAR BAY;2252000
-11795;3372;210;31070;4830;<1H OCEAN;2880000
-11836;3403;430;16900;3790;<1H OCEAN;1335000
-1178;3366;160;25420;4980;<1H OCEAN;2234000
-12233;3833;150;31930;4680;NEAR BAY;2026000
-12085;3777;370;17380;4030;INLAND;771000
-11706;3256;170;28030;6830;NEAR OCEAN;1404000
-1218;3731;150;18070;3780;<1H OCEAN;1645000
-12211;3801;390;13130;3060;NEAR BAY;1161000
-12206;3734;200;34350;5930;<1H OCEAN;4514000
-11788;3409;290;34160;7900;<1H OCEAN;1860000
-11817;3383;460;13620;2140;NEAR OCEAN;2905000
-1198;3675;460;26250;5930;INLAND;590000
-11801;3367;130;29020;5360;NEAR OCEAN;4477000
-11822;3381;410;7260;1660;NEAR OCEAN;1569000
-11798;3381;350;8970;1560;<1H OCEAN;2156000
-11971;3442;500;8400;2790;<1H OCEAN;2583000
-11769;3361;160;30100;5800;<1H OCEAN;2362000
-11833;3391;80;107310;33350;<1H OCEAN;1927000
-11845;3418;330;20770;4860;<1H OCEAN;2250000
-12223;3746;260;46700;10390;NEAR OCEAN;3338000
-11882;3523;310;23580;5800;INLAND;539000
-12219;3776;380;14930;3700;NEAR BAY;818000
-12206;3768;300;53670;12070;NEAR BAY;1703000
-12202;3838;160;8080;1370;INLAND;2164000
-12221;3781;520;13890;2120;NEAR BAY;2964000
-12124;3796;370;11750;2600;INLAND;577000
-11898;344;340;13280;2440;<1H OCEAN;3381000
-11937;3635;200;11320;1770;INLAND;2313000
-12095;3761;170;40540;6540;INLAND;1422000
-11816;3415;190;17210;2900;<1H OCEAN;5000010
-12203;3735;160;11560;1980;<1H OCEAN;2929000
-11805;3664;340;20900;4780;INLAND;742000
-11838;3399;210;113080;30390;<1H OCEAN;2283000
-12335;3942;180;16190;3460;<1H OCEAN;772000
-12229;3784;350;18720;4190;NEAR BAY;1325000
-11766;3405;60;51290;11190;INLAND;1136000
-12143;3852;430;20890;3990;INLAND;721000
-12195;366;320;31520;5040;NEAR OCEAN;4699000
-11705;3274;340;21780;4550;NEAR OCEAN;1153000
-12246;377;420;8760;2160;NEAR OCEAN;2359000
-11767;336;200;12130;1710;<1H OCEAN;3148000
-11901;3538;360;7900;2240;INLAND;506000
-12206;376;180;17260;2760;NEAR BAY;2317000
-11817;3377;370;11270;3270;NEAR OCEAN;2417000
-11707;3258;250;16070;2800;NEAR OCEAN;1344000
-11801;337;240;38560;5670;<1H OCEAN;3027000
-12201;3736;210;24830;3960;<1H OCEAN;3463000
-11722;3275;340;60010;11110;NEAR OCEAN;2910000
-12152;3775;180;15440;2720;INLAND;3273000
-12128;3875;520;4930;890;INLAND;838000
-11719;3427;160;79610;11470;INLAND;2552000
-11841;3404;490;6010;950;<1H OCEAN;5000010
-11769;338;50;31780;6310;<1H OCEAN;2371000
-11778;3369;160;47020;8060;<1H OCEAN;2389000
-12242;3762;430;23670;4090;NEAR OCEAN;3190000
-12223;3779;520;17830;3950;NEAR BAY;1079000
-11557;3278;200;15340;2350;INLAND;972000
-11724;3271;320;41640;7010;NEAR OCEAN;5000010
-1176;3343;210;39510;5620;NEAR OCEAN;4140000
-11719;341;50;21670;3840;INLAND;977000
-11716;3273;520;12180;4710;NEAR OCEAN;2000000
-12062;3512;220;12400;2940;<1H OCEAN;1600000
-11823;3393;230;5450;1310;<1H OCEAN;951000
-12191;3768;180;36310;5470;<1H OCEAN;2573000
-1171;3269;290;41740;11950;NEAR OCEAN;1036000
-1204;373;280;14010;4350;INLAND;894000
-1213;3811;50;59790;11900;INLAND;1717000
-11918;3417;320;23880;4670;NEAR OCEAN;1876000
-11829;340;410;18070;4930;<1H OCEAN;1117000
-11779;3388;170;85620;13510;<1H OCEAN;2526000
-12215;3804;140;28040;5870;NEAR BAY;1685000
-11822;341;330;19030;3860;<1H OCEAN;1966000
-12164;3682;180;18190;2830;<1H OCEAN;2225000
-11843;3416;410;20500;4780;<1H OCEAN;3434000
-11827;3416;150;50360;12990;<1H OCEAN;2387000
-12136;3858;250;31960;4060;INLAND;3440000
-1219;3741;240;47590;9210;<1H OCEAN;2287000
-11864;3419;280;32740;5710;<1H OCEAN;2473000
-11808;3384;250;36960;9530;<1H OCEAN;1533000
-12203;3703;210;46500;7330;NEAR OCEAN;3220000
-11802;3397;340;19030;2930;<1H OCEAN;3138000
-12144;3775;290;9180;1590;INLAND;1513000
-11813;3415;90;20990;6250;<1H OCEAN;1731000
-11743;3402;330;30840;5700;INLAND;978000
-11825;3415;150;37120;10050;<1H OCEAN;2096000
-1182;3382;430;17580;3470;NEAR OCEAN;1989000
-11835;3415;350;22450;3930;<1H OCEAN;5000010
-11835;340;400;28940;3950;<1H OCEAN;3720000
-11815;3415;490;8060;1990;<1H OCEAN;1375000
-11791;3391;270;21810;5010;<1H OCEAN;1964000
-11708;3259;300;1440;520;NEAR OCEAN;1344000
-11974;3676;360;9120;2160;INLAND;528000
-11794;3381;260;15890;2590;<1H OCEAN;2432000
-12223;3742;160;19450;3200;NEAR OCEAN;5000010
-11736;3388;100;56000;8480;INLAND;2405000
-11977;3684;150;19240;2620;INLAND;1253000
-11889;3428;300;9170;1570;<1H OCEAN;1957000
-11969;3443;430;12570;3110;<1H OCEAN;2806000
-11714;3273;260;4500;1320;NEAR OCEAN;1375000
-11812;3388;250;17680;5590;<1H OCEAN;2438000
-11738;3413;230;13260;3000;INLAND;1078000
-11842;3425;370;15450;3410;<1H OCEAN;1481000
-12415;4081;500;3400;740;NEAR OCEAN;675000
-11831;3388;330;21470;5050;<1H OCEAN;2607000
-11741;3395;370;14620;2570;INLAND;1239000
-11701;3271;200;35060;6920;NEAR OCEAN;1291000
-1171;3314;70;106650;25760;<1H OCEAN;1595000
-12249;3778;470;26950;6430;NEAR BAY;3291000
-12241;3776;520;26050;6780;NEAR BAY;2650000
-12132;3871;140;45940;7740;INLAND;1275000
-11947;3669;190;33510;5890;INLAND;1601000
-11843;3401;430;14870;2420;<1H OCEAN;4898000
-1181;3397;350;24260;5290;<1H OCEAN;1635000
-11738;3319;350;9280;2640;NEAR OCEAN;1979000
-11923;3446;340;92800;17650;<1H OCEAN;2276000
-11847;342;200;39390;11430;<1H OCEAN;2291000
-11698;3271;180;23550;4440;<1H OCEAN;1214000
-12266;3848;160;27240;5930;<1H OCEAN;1862000
-11808;3376;270;5290;1590;<1H OCEAN;713000
-1184;3419;300;5210;1260;<1H OCEAN;2167000
-11727;3285;340;21050;4440;NEAR OCEAN;4889000
-11947;3513;440;45990;8770;INLAND;638000
-1190;3536;400;8500;2270;INLAND;436000
-12229;3781;490;8440;2040;NEAR BAY;750000
-11724;3459;40;50270;7970;INLAND;1861000
-1213;3804;80;26680;4470;INLAND;1176000
-11788;3376;370;29880;6770;<1H OCEAN;2355000
-11787;3414;300;24950;5860;INLAND;2092000
-12181;3845;240;19510;3410;INLAND;1285000
-12147;385;170;18950;4240;INLAND;1375000
-11865;3419;270;27720;5110;<1H OCEAN;2430000
-11831;3406;240;13360;4530;<1H OCEAN;5000010
-12427;4069;360;23490;5280;NEAR OCEAN;790000
-11829;3404;480;13530;4880;<1H OCEAN;1237000
-11991;3683;290;22050;3660;INLAND;1654000
-11983;3672;280;600;100;INLAND;675000
-11833;3408;520;17770;4540;<1H OCEAN;5000010
-11802;3413;330;28740;4580;INLAND;4309000
-11816;342;430;18100;3430;<1H OCEAN;1760000
-11816;3409;520;17220;4480;<1H OCEAN;2240000
-11788;340;320;2650;510;<1H OCEAN;1875000
-12114;3555;130;53830;10700;NEAR OCEAN;2712000
-11749;3402;210;37360;7380;INLAND;1424000
-11789;338;380;510;120;<1H OCEAN;1875000
-12089;3745;290;19400;3370;INLAND;1456000
-11707;3263;370;23720;4440;NEAR OCEAN;1455000
-11829;3371;360;31350;7460;NEAR OCEAN;3000000
-11835;3388;250;14590;3620;<1H OCEAN;2375000
-11662;3286;180;41150;8470;<1H OCEAN;1691000
-11736;3318;260;55500;11530;NEAR OCEAN;1818000
-1189;3414;350;15030;2630;<1H OCEAN;5000010
-11755;3392;240;28070;5010;INLAND;1633000
-1216;3688;210;34160;6240;<1H OCEAN;2415000
-11731;3403;240;19660;2990;INLAND;1345000
-11768;3348;150;17860;2990;<1H OCEAN;2314000
-11982;3444;280;19920;5310;NEAR OCEAN;2282000
-11828;3398;450;17200;4160;<1H OCEAN;923000
-11815;3467;50;123170;29530;INLAND;1469000
-12231;3833;210;19220;3440;NEAR BAY;1833000
-12268;3801;410;18650;3920;NEAR OCEAN;2554000
-11836;3419;460;16760;3220;<1H OCEAN;2095000
-11827;3379;260;21090;6510;<1H OCEAN;1587000
-11708;3301;50;56590;9310;<1H OCEAN;2387000
-12278;3844;140;41430;6560;<1H OCEAN;3453000
-11832;3396;470;12970;2920;<1H OCEAN;1665000
-11789;3375;340;27530;6540;<1H OCEAN;1701000
-11804;3394;310;38080;6700;<1H OCEAN;1739000
-11791;3384;250;10210;2520;<1H OCEAN;1681000
-11971;3442;490;15600;4360;<1H OCEAN;2469000
-11735;3416;360;17170;3480;INLAND;734000
-12185;3733;160;29870;8740;<1H OCEAN;1279000
-12015;3915;250;16690;3480;INLAND;1766000
-11815;3402;370;23440;6310;<1H OCEAN;1519000
-12161;3668;370;31490;8330;<1H OCEAN;1276000
-11822;3411;360;28700;5290;<1H OCEAN;2209000
-11797;3368;230;17220;3160;<1H OCEAN;2738000
-11875;3417;160;29500;3870;NEAR OCEAN;3461000
-12198;3736;350;12930;2230;<1H OCEAN;2819000
-12131;3796;520;26540;4680;INLAND;1076000
-11977;3677;290;25540;7050;INLAND;619000
-12241;378;520;19990;6420;NEAR BAY;2250000
-12239;3778;30;34640;11790;NEAR BAY;2750000
-11719;3407;400;23740;5000;INLAND;725000
-1222;378;430;30450;4990;NEAR BAY;2730000
-11829;3407;260;23020;11240;<1H OCEAN;2531000
-12165;3666;300;37450;7670;<1H OCEAN;2142000
-12044;3684;290;15630;2930;INLAND;905000
-12123;3809;230;6330;910;INLAND;2300000
-12182;3737;410;15580;2810;<1H OCEAN;2152000
-11816;3392;360;20620;3510;<1H OCEAN;2189000
-1220;3732;340;34500;7310;<1H OCEAN;2445000
-12094;3774;350;11660;2680;INLAND;902000
-11796;3393;290;23160;5220;<1H OCEAN;1926000
-11801;3384;280;40970;8380;<1H OCEAN;2021000
-11815;3416;520;19250;5970;<1H OCEAN;1625000
-12171;3925;370;18710;3210;INLAND;1014000
-12409;4092;120;24970;4910;NEAR OCEAN;1269000
-11683;3283;60;31230;4950;<1H OCEAN;1678000
-1172;3426;170;94190;14550;INLAND;2309000
-11836;3417;440;22950;5600;<1H OCEAN;1941000
-11842;3404;510;19750;3480;<1H OCEAN;5000010
-11759;3393;170;3380;470;INLAND;2442000
-11792;3382;360;23600;4050;<1H OCEAN;1872000
-12212;374;320;35140;4730;NEAR BAY;5000010
-12184;3973;520;5020;1000;INLAND;2000000
-11843;374;190;24600;4050;INLAND;1415000
-11789;3386;280;13950;3980;<1H OCEAN;1938000
-12257;3802;330;95310;14870;NEAR BAY;3140000
-12006;3695;240;6460;1340;INLAND;619000
-11822;3379;480;1430;410;NEAR OCEAN;1042000
-12203;3769;200;2000;250;NEAR BAY;3400000
-11715;3291;140;12590;2380;<1H OCEAN;1748000
-12208;3782;40;20450;2370;NEAR BAY;5000010
-11817;3418;380;12800;2310;<1H OCEAN;1667000
-1220;3736;170;60120;17370;<1H OCEAN;2394000
-12188;3735;490;17280;3500;<1H OCEAN;1930000
-1170;3276;310;19890;2800;<1H OCEAN;1891000
-12248;3785;420;62970;13070;NEAR BAY;5000010
-11836;3414;300;13760;3170;<1H OCEAN;2952000
-11788;337;180;21350;3730;<1H OCEAN;2258000
-11808;3412;270;16850;3410;<1H OCEAN;2705000
-11861;3424;170;54060;8950;<1H OCEAN;3759000
-11799;3413;370;15680;3710;INLAND;1294000
-11863;3416;300;33460;4870;<1H OCEAN;3927000
-11712;3315;70;28100;4640;<1H OCEAN;1828000
-11934;3439;270;6690;1310;NEAR OCEAN;2313000
-11779;3369;150;18750;3160;<1H OCEAN;2448000
-11786;3367;160;200;50;<1H OCEAN;4500000
-11788;341;320;33570;6210;<1H OCEAN;2166000
-12191;373;310;6160;1310;<1H OCEAN;2650000
-11815;3409;270;19350;4600;<1H OCEAN;1928000
-11828;341;480;8050;2460;<1H OCEAN;2000000
-11848;342;230;28500;8640;<1H OCEAN;1917000
-12241;3777;520;3610;760;NEAR BAY;2750000
-11794;339;270;20290;2420;<1H OCEAN;5000010
-1220;3835;240;7450;1160;INLAND;1585000
-11699;343;290;50550;10360;INLAND;1571000
-11816;3402;420;8140;2160;<1H OCEAN;1569000
-11548;3268;150;34140;6660;INLAND;912000
-11835;3393;340;6170;1890;<1H OCEAN;1625000
-12266;3847;200;28060;4770;<1H OCEAN;1905000
-12216;3783;160;45960;7050;NEAR BAY;3702000
-11837;3414;80;43820;15600;<1H OCEAN;1979000
-12213;3767;420;35920;7030;NEAR BAY;1799000
-12282;3839;220;12880;2430;<1H OCEAN;2337000
-11812;339;380;12220;2820;<1H OCEAN;1739000
-11966;3632;240;26520;5680;INLAND;568000
-11914;3606;320;18380;4410;INLAND;415000
-11811;3384;360;17560;2970;<1H OCEAN;2183000
-12097;3842;160;17480;3220;INLAND;1219000
-11969;3638;250;16880;3020;INLAND;1031000
-12201;3798;340;12560;2670;NEAR BAY;1610000
-11862;342;230;30980;5420;<1H OCEAN;2358000
-12192;3724;260;67770;10510;<1H OCEAN;2794000
-12245;3778;520;13450;2910;NEAR BAY;4944000
-12078;3874;280;42360;8770;INLAND;1113000
-11771;3357;40;32890;7530;<1H OCEAN;2260000
-11912;3629;290;16380;3230;INLAND;662000
-1205;3887;100;810;410;INLAND;875000
-11817;3404;430;9080;2320;<1H OCEAN;1340000
-12027;3711;180;12770;2340;INLAND;759000
-12117;3876;140;20280;2550;INLAND;3940000
-1183;3398;480;20100;4450;<1H OCEAN;958000
-12208;3731;170;25600;3960;<1H OCEAN;3689000
-11928;3633;100;10510;2970;INLAND;555000
-12223;3782;520;34940;3960;NEAR BAY;5000010
-11915;3417;230;22390;5370;NEAR OCEAN;1943000
-11848;3405;360;21430;4340;<1H OCEAN;5000010
-11691;328;320;19430;2870;<1H OCEAN;2088000
-1216;379;50;146840;22520;INLAND;3409000
-11809;3416;450;21990;3580;INLAND;3211000
-12228;378;520;960;310;NEAR BAY;1625000
-12091;3774;190;16900;3270;INLAND;1767000
-11809;3385;190;81200;13710;<1H OCEAN;2865000
-12237;4052;180;45470;7740;INLAND;981000
-12105;392;480;17590;3890;INLAND;1083000
-12128;3792;300;10610;2300;INLAND;616000
-1181;341;520;17880;3130;<1H OCEAN;2800000
-11888;3428;220;33690;7710;<1H OCEAN;1821000
-11756;3389;160;6930;1850;INLAND;1917000
-11807;3381;220;27110;3520;<1H OCEAN;3988000
-12185;3736;180;15250;4850;<1H OCEAN;1286000
-1197;3632;400;11780;2440;INLAND;435000
-11839;3405;250;28140;7010;<1H OCEAN;4600000
-11742;3408;210;44600;9300;INLAND;1275000
-12007;3674;190;26270;5020;INLAND;882000
-11902;3534;350;16500;3900;INLAND;565000
-12189;3735;440;20190;6150;<1H OCEAN;1938000
-12245;3767;350;4910;980;NEAR OCEAN;2386000
-11821;3409;390;12870;3530;<1H OCEAN;1385000
-11791;3361;270;17970;3430;<1H OCEAN;5000010
-12143;3774;400;8590;1960;INLAND;1104000
-12225;3777;520;10380;2200;NEAR BAY;2102000
-11706;3271;250;26810;5960;NEAR OCEAN;1043000
-12266;3846;140;23640;6310;<1H OCEAN;2211000
-11696;328;190;45740;11520;<1H OCEAN;1241000
-11848;3428;350;15110;2740;<1H OCEAN;2267000
-11985;344;140;23070;6500;NEAR OCEAN;375000
-12273;3847;160;18340;3910;<1H OCEAN;1565000
-12225;378;430;23440;6470;NEAR BAY;1518000
-11985;3681;150;17430;3100;INLAND;680000
-11833;3386;380;10590;2180;<1H OCEAN;2486000
-11742;3396;330;22750;4690;INLAND;981000
-11842;3432;300;30270;6040;<1H OCEAN;1560000
-12199;3758;310;28780;4780;<1H OCEAN;2825000
-12191;3724;300;23270;4190;<1H OCEAN;2720000
-1198;367;280;15920;3040;INLAND;513000
-11711;3272;250;14910;3480;NEAR OCEAN;886000
-11707;3303;150;10950;1580;<1H OCEAN;3282000
-12047;3465;310;14380;3200;NEAR OCEAN;1281000
-11831;3406;140;15590;6460;<1H OCEAN;3800000
-11816;3419;440;21950;4490;<1H OCEAN;1535000
-11813;3415;240;11250;3410;<1H OCEAN;1417000
-12132;3867;210;34550;7060;INLAND;916000
-12074;399;230;10170;2180;INLAND;882000
-12235;3795;420;14850;2900;NEAR BAY;1146000
-12128;3877;60;38190;5500;INLAND;2014000
-12218;3746;400;25290;2930;NEAR BAY;5000010
-11914;3576;300;7350;1370;INLAND;1563000
-11816;3384;360;22200;3670;<1H OCEAN;2195000
-12087;375;70;49660;9850;INLAND;1225000
-11714;3316;160;16600;4350;<1H OCEAN;2027000
-11704;3403;290;33750;7950;INLAND;920000
-11954;3652;160;27030;4150;INLAND;1209000
-12223;3778;520;8620;2150;NEAR BAY;808000
-11829;3405;110;6770;3700;<1H OCEAN;3500000
-11817;3379;360;9480;3030;NEAR OCEAN;1000000
-11745;3407;210;34650;6390;INLAND;1135000
-12116;3868;210;35170;6670;INLAND;1316000
-11818;3377;300;14180;4390;NEAR OCEAN;1594000
-12106;3825;130;6510;1020;INLAND;2000000
-11801;3405;370;6820;1720;<1H OCEAN;1380000
-12043;3825;130;7630;1610;INLAND;1125000
-11826;3402;380;9800;2850;<1H OCEAN;1231000
-12013;3793;50;1110;260;INLAND;1125000
-1181;3396;400;17430;3280;<1H OCEAN;1731000
-12229;3791;380;25910;4240;NEAR BAY;2632000
-12243;3777;520;27140;7790;NEAR BAY;2750000
-11808;3389;280;10350;2750;<1H OCEAN;1234000
-12245;3779;520;30690;5790;NEAR BAY;5000010
-12175;394;290;16870;3270;INLAND;819000
-11689;3392;100;26530;6210;INLAND;810000
-12216;3773;520;22600;4160;NEAR BAY;1982000
-11738;3414;110;108040;14930;INLAND;1614000
-11842;339;370;15760;3450;<1H OCEAN;5000010
